year,family_ID,sex_person1,sex_person2,sex_person3,sex_person4,race_person1,race_person2,race_person3,race_person4,income_person1,income_person2,income_person3,income_person4
2021,274376,2,1,1,1,black,black,black,black,63200,48000,,
2021,274388,2,2,,,white,white,,,161000,129000,,
2021,274554,1,2,,,white,white,,,102000,140000,,
2021,274584,1,2,1,2,white,white,white,other,18000,147000,0,55500
2021,274900,2,1,,,asian,white,,,195000,105000,,
2021,275009,2,1,1,,black,black,black,,20400,0,,
2021,275014,2,1,2,,white,white,white,,85000,65000,,
2021,275598,2,1,1,1,black,black,black,black,0,70000,30000,23000
2021,275917,2,2,1,,black,black,black,,27900,,,
2021,275944,2,1,2,,black,black,black,,107500,25000,22800,
2021,276200,1,2,2,2,black,black,black,black,140000,90000,,
2021,276266,2,,,,black,,,,9700,,,
2021,276369,2,1,1,,black,black,black,,18000,30000,25000,
2021,276370,2,1,,,white,white,,,82000,65000,,
2021,276479,2,2,,,white,white,,,4000,1300,,
2021,276516,2,,,,white,,,,230000,,,
2021,276729,2,,,,white,,,,0,,,
2021,276801,1,,,,white,,,,1800,,,
2021,276968,1,,,,black,,,,0,,,
2021,277350,1,,,,black,,,,10400,,,
2021,277546,2,,,,white,,,,0,,,
2021,277761,1,,,,white,,,,0,,,
2021,277949,1,,,,white,,,,44000,,,
2021,278289,1,,,,black,,,,0,,,
2021,278410,1,,,,white,,,,17300,,,
2021,279228,1,,,,white,,,,0,,,
2021,279239,2,,,,white,,,,0,,,
2021,279276,1,,,,black,,,,0,,,
2021,280055,2,,,,white,,,,0,,,
2021,280575,1,,,,black,,,,1800,,,
2021,281069,1,,,,other,,,,0,,,
2021,281101,1,,,,white,,,,0,,,
2021,281201,1,,,,black,,,,28000,,,
2021,281919,1,,,,white,,,,0,,,
2021,282101,2,,,,other,,,,12600,,,
2021,282108,1,,,,white,,,,1800,,,
2021,282813,1,,,,other,,,,0,,,
2021,283203,1,,,,other,,,,0,,,
2021,283354,1,,,,black,,,,0,,,
2021,283463,2,,,,white,,,,6000,,,
2021,283804,1,,,,white,,,,8000,,,
2021,284492,1,,,,black,,,,0,,,
2021,284550,2,,,,white,,,,0,,,
2021,285043,2,1,,,black,black,,,59000,55000,,
2021,285083,2,1,1,,white,white,white,,422000,125000,1200,
2021,285152,1,2,,,black,black,,,22200,10000,,
2021,285161,1,2,,,white,white,,,45000,21000,,
2021,285471,1,2,,,white,white,,,29300,9400,,
2021,285881,1,1,,,black,black,,,30000,35000,,
2021,285884,2,1,,,other,other,,,48500,,,
2021,285885,1,2,2,2,black,white,other,black,52000,24000,,
2021,285992,2,2,1,1,white,white,white,white,7200,20800,,
2021,286245,1,2,1,2,black,other,other,other,64000,35000,,
2021,286345,1,1,,,asian,white,,,55000,224000,,
2021,286603,1,2,,,white,white,,,80000,50000,,
2021,286631,1,2,2,1,black,other,other,black,42600,47000,19000,
2021,286673,2,1,2,1,white,white,white,white,6000,6000,32800,13200
2021,286777,2,,,,white,,,,20000,,,
2021,287038,2,1,1,2,white,white,white,white,0,0,2000,1000
2021,287127,1,2,,,other,asian,,,6600,9300,,
2021,287206,1,2,2,,white,white,white,,38000,43000,,
2021,287422,2,1,1,1,white,white,white,white,130000,0,,
2021,287653,2,1,1,,white,white,white,,64000,,,
2021,287760,2,1,,,black,black,,,5500,16100,,
2021,287807,1,2,1,,other,other,white,,260000,0,,
2021,288052,1,2,1,1,white,white,white,white,26400,32500,7000,
2021,288245,2,2,1,1,white,white,white,white,11800,38900,,0
2021,288304,2,1,,,white,white,,,58000,26000,,
2021,288596,1,2,,,white,white,,,120,7800,,
2021,288741,2,,,,white,,,,1600,,,
2021,289098,1,,,,white,,,,34320,,,
2021,289403,1,,,,white,,,,225000,,,
2021,289827,2,1,,,white,white,,,13200,73000,,
2021,289931,2,1,1,1,other,other,other,other,33700,0,0,10300
2021,289982,2,2,,,white,white,,,34500,23000,,
2021,289994,1,2,,,black,black,,,3000,3000,,
2021,290178,2,1,2,,asian,white,white,,78000,0,14400,
2021,290210,1,2,1,,asian,other,other,,45000,40000,,
2021,290237,2,1,1,1,white,white,white,white,31000,115000,12500,0
2021,290352,2,1,2,2,asian,asian,asian,asian,52000,52000,3500,3800
2021,290506,2,1,1,,white,black,black,,74000,49000,,
2021,290612,2,1,1,1,white,white,white,white,40900,45000,,0
2021,290822,1,1,1,,white,white,white,,80000,25000,0,
2021,291053,1,,,,other,,,,192900,,,
2021,291164,2,1,1,1,white,white,white,white,1900,50300,7500,0
2021,291425,1,,,,white,,,,26000,,,
2021,291513,2,2,1,,white,white,white,,250000,30000,5000,
2021,291862,1,2,,,white,white,,,27500,27000,,
2021,292157,2,1,,,other,other,,,68000,,,
2021,292210,1,2,,,white,white,,,15000,0,,
2021,292530,1,2,,,white,white,,,9200,50000,,
2021,292713,2,1,2,2,white,white,white,white,0,40000,,
2021,292832,1,2,,,white,white,,,67720,0,,
2021,292874,1,2,2,,white,white,white,,20700,6900,15100,
2021,293365,2,1,2,2,other,other,other,other,139000,120000,,
2021,293680,1,2,,,white,white,,,124500,443700,,
2021,293953,2,1,2,2,white,white,white,white,9000,167000,5900,0
2021,294095,2,1,1,1,black,black,black,black,5200,24000,0,135000
2021,294394,2,1,2,2,white,other,other,other,154300,563300,2000,280
2021,294572,1,2,2,2,white,white,white,white,7200,0,29800,67300
2021,294575,2,1,,,white,asian,,,13320,48000,,
2021,294765,2,1,1,1,other,other,black,other,45200,75400,20000,1200
2021,294840,2,1,2,,other,asian,other,,50000,24000,0,
2021,294858,1,2,,,white,white,,,24740,10800,,
2021,294881,1,2,1,2,other,other,other,other,45000,,0,36000
2021,294910,2,1,2,,other,other,other,,11300,45000,,
2021,294949,2,1,,,asian,white,,,30000,40000,,
2021,295041,2,1,,,white,white,,,0,12500,,
2021,295055,1,,,,white,,,,54000,,,
2021,295222,2,1,2,,other,other,other,,0,18000,,
2021,295350,1,2,2,,white,white,white,,84000,10800,0,
2021,295462,1,2,1,,white,other,other,,275000,0,0,
2021,295699,2,2,2,,black,black,black,,61000,,,
2021,295857,1,2,,,white,other,,,17000,0,,
2021,296072,2,1,2,1,white,white,white,white,13100,80000,48000,18000
2021,296335,1,2,,,white,white,,,610,20000,,
2021,296451,1,,,,white,,,,120000,,,
2021,296671,2,1,2,1,white,white,white,white,45000,52000,12000,
2021,296767,1,1,,,white,white,,,107000,57000,,
2021,297062,1,2,1,2,white,other,other,other,514000,502000,0,
2021,297160,2,2,2,,white,white,white,,51000,,35000,
2021,297180,1,2,,,white,white,,,140000,24000,,
2021,297317,2,1,1,1,white,white,white,white,0,208000,0,20000
2021,297465,1,2,,,white,white,,,19500,52000,,
2021,298363,2,1,1,2,other,other,other,other,23000,35000,0,
2021,298489,1,2,1,2,black,other,other,other,19000,8500,89000,600
2021,298602,2,1,1,2,black,black,black,black,17000,140000,0,0
2021,298680,1,2,,,white,white,,,30200,16100,,
2021,298686,1,1,,,white,white,,,27000,30000,,
2021,298744,1,2,,,white,white,,,18500,63000,,
2021,298823,1,,,,white,,,,5600,,,
2021,298838,1,,,,other,,,,28700,,,
2021,298934,2,1,2,1,white,white,white,white,0,502000,,
2021,299255,1,2,1,1,white,white,white,white,82100,0,0,
2021,299494,1,2,1,,white,white,white,,75000,0,1000,
2021,299522,2,1,2,,other,black,other,,15000,70000,,
2021,299588,2,1,1,,other,other,other,,58000,70000,42000,
2021,299669,1,2,2,2,white,white,white,white,34000,50000,,0
2021,299697,1,2,,,white,white,,,18000,17400,,
2021,299723,1,2,1,1,white,other,white,white,67500,40500,5000,
2021,299896,2,1,1,2,other,black,other,other,0,0,,
2021,299906,1,2,,,other,other,,,20500,19000,,
2021,299918,2,1,1,2,asian,asian,asian,asian,18000,25000,0,0
2021,300145,2,1,,,white,white,,,622000,62000,,
2021,300235,2,1,,,white,white,,,0,18000,,
2021,300309,1,2,2,1,white,white,white,white,105000,65000,,
2021,300449,2,1,,,white,white,,,86000,185000,,
2021,300662,1,2,,,white,white,,,78000,30400,,
2021,301340,2,1,,,white,white,,,13400,9400,,
2021,301352,2,1,2,2,black,black,black,black,39000,0,,
2021,301391,1,2,2,2,white,white,asian,other,135400,48000,16000,14000
2021,301536,1,2,,,white,white,,,75500,9000,,
2021,301633,2,2,,,other,other,,,17000,0,,
2021,301773,1,1,,,white,white,,,2600,19000,,
2021,301819,1,2,,,white,white,,,85500,55000,,
2021,301944,1,2,,,white,white,,,51100,42800,,
2021,302335,1,2,2,,black,black,black,,40900,0,,
2021,302527,2,1,2,,white,white,white,,42900,100700,15000,
2021,302533,2,1,2,2,asian,asian,asian,asian,78000,120000,0,0
2021,302691,2,1,2,1,other,other,other,other,40200,0,,15000
2021,302822,1,2,1,2,other,other,other,other,25000,0,,
2021,302974,1,2,,,white,white,,,68000,800,,
2021,303103,1,2,1,,other,other,other,,90000,84000,,
2021,303258,2,1,2,,other,other,other,,0,50000,,
2021,303280,2,,,,black,,,,16000,,,
2021,303365,2,1,1,,other,other,other,,0,45000,60000,
2021,303379,2,,,,other,,,,68000,,,
2021,303448,1,2,1,,white,white,white,,65000,19600,0,
2021,303454,2,1,2,2,white,white,white,white,43000,32000,27000,
2021,303627,1,2,1,1,white,white,white,white,60000,0,,
2021,303648,2,1,2,,white,other,other,,8000,37000,,
2021,303659,1,,,,white,,,,11100,,,
2021,303663,2,1,,,other,black,,,66000,23800,,
2021,303675,1,2,,,white,white,,,505500,152800,,
2021,303678,1,2,,,white,white,,,34000,18000,,
2021,303743,2,2,,,white,white,,,24000,7000,,
2021,303776,2,,,,white,,,,4000,,,
2021,304039,2,1,1,1,black,other,black,other,25000,92000,,
2021,304067,1,2,2,1,white,white,white,white,27800,46800,0,3500
2021,304444,1,2,,,asian,asian,,,20000,4800,,
2021,304527,2,1,,,other,white,,,14000,70000,,
2021,304540,2,1,,,white,white,,,42400,85000,,
2021,304924,2,1,,,white,white,,,34000,41000,,
2021,304970,2,,,,black,,,,5000,,,
2021,304986,2,1,2,,white,white,white,,9030,18000,7000,
2021,305108,2,1,,,black,other,,,13200,8500,,
2021,305125,2,1,,,white,white,,,22100,66000,,
2021,305231,1,2,1,,white,white,white,,4800,60000,30000,
2021,305475,2,1,,,white,white,,,75000,40000,,
2021,305680,2,1,1,,other,other,other,,13000,60000,,
2021,305842,1,2,1,2,white,white,white,white,250000,180000,0,0
2021,306028,1,2,,,other,asian,,,4810,51000,,
2021,306075,2,1,2,2,white,white,white,white,16000,90000,50000,3000
2021,306143,2,,,,white,,,,502000,,,
2021,306228,1,2,2,1,white,white,white,white,50000,0,0,0
2021,306324,1,2,2,,white,white,white,,152900,0,0,
2021,306486,2,,,,white,,,,17000,,,
2021,306597,1,2,,,white,white,,,4800,39000,,
2021,306840,2,2,2,2,white,white,white,white,21600,0,0,
2021,307077,1,2,1,2,white,white,white,white,85000,10400,,
2021,307132,2,2,1,,white,white,white,,205000,0,12000,
2021,307196,2,1,1,1,other,other,other,other,53100,20000,,
2021,307341,2,1,,,white,white,,,98000,49000,,
2021,307692,2,1,1,,white,white,white,,66000,95000,2400,
2021,307900,1,2,2,,asian,asian,asian,,58700,44700,,
2021,307956,1,2,1,1,asian,asian,asian,asian,47000,22000,,45000
2021,308060,2,1,,,white,white,,,12100,60600,,
2021,308401,1,1,,,white,other,,,40000,12000,,
2021,308414,2,1,2,2,white,white,white,white,0,175000,,
2021,308541,2,2,1,,white,white,white,,13300,0,39800,
2021,308790,2,1,2,2,other,other,other,other,0,27000,,22000
2021,308800,2,1,1,1,white,white,other,white,25500,35000,10800,
2021,308926,2,1,,,white,white,,,22300,42000,,
2021,309075,2,1,,,other,black,,,26200,20000,,
2021,309082,2,,,,other,,,,1400,,,
2021,309175,2,1,1,1,other,white,other,white,3000,12500,502000,
2021,309245,1,1,,,white,white,,,20100,19600,,
2021,309304,2,1,2,2,other,other,other,other,35100,50000,,
2021,309519,2,2,,,white,white,,,3600,16300,,
2021,309561,2,1,,,other,other,,,6600,16800,,
2021,310000,1,2,1,,white,white,white,,155410,12600,0,
2021,310092,1,2,,,other,other,,,11000,11500,,
2021,310207,2,1,,,black,black,,,112000,24000,,
2021,310316,1,2,,,white,white,,,50000,15900,,
2021,310346,2,2,1,,white,white,white,,130000,37000,35000,
2021,310481,2,1,2,2,other,other,other,other,0,10000,20000,15000
2021,310553,2,1,2,1,white,white,white,white,18000,43900,0,
2021,310590,1,2,1,2,other,other,other,other,212000,0,20000,2000
2021,310606,2,2,1,2,black,black,black,black,310,0,,
2021,310608,1,2,,,white,white,,,130600,3600,,
2021,310815,2,1,1,2,other,other,other,other,150000,150000,,
2021,310886,1,2,1,2,asian,asian,asian,asian,28000,8400,60000,0
2021,310960,2,1,2,,white,white,white,,24000,,,
2021,310967,1,2,1,2,asian,asian,asian,asian,173000,20000,0,77900
2021,311016,1,2,1,1,other,white,other,other,45000,10000,,
2021,311553,1,2,2,1,other,other,other,other,38000,0,,
2021,311618,2,1,1,2,white,white,white,white,29600,69000,0,
2021,311697,1,2,,,white,white,,,34600,58000,,
2021,311800,2,1,2,,white,asian,other,,500,46000,4590,
2021,311897,2,,,,white,,,,8000,,,
2021,312242,1,,,,white,,,,0,,,
2021,312279,1,2,,,white,white,,,30000,26000,,
2021,312341,1,2,,,white,white,,,86700,26100,,
2021,312368,2,1,,,white,white,,,94000,55400,,
2021,312418,2,1,2,1,white,white,white,white,40500,40000,3500,0
2021,312445,1,,,,white,,,,46000,,,
2021,312467,2,2,2,2,black,black,black,black,26000,0,36900,0
2021,312652,2,1,1,2,white,white,white,white,5000,30000,,
2021,312842,1,2,2,2,white,white,white,white,61000,51000,0,6000
2021,312956,1,2,1,,white,white,white,,32000,47000,0,
2021,312995,1,2,1,1,white,white,white,white,26400,32000,6000,28500
2021,313186,2,,,,white,,,,16800,,,
2021,313359,2,,,,white,,,,15600,,,
2021,313761,2,1,1,2,white,other,other,other,48000,0,0,
2021,313773,1,2,,,other,other,,,30200,35000,,
2021,314305,1,2,,,white,white,,,26000,159500,,
2021,314354,2,,,,other,,,,33000,,,
2021,314470,1,2,,,asian,asian,,,107500,6400,,
2021,314986,1,2,1,2,other,other,other,other,18300,10200,,
2021,315050,2,,,,white,,,,43200,,,
2021,315070,2,2,,,white,other,,,58000,15000,,
2021,315160,1,2,1,,white,white,white,,40000,24000,38000,
2021,315405,2,1,1,1,other,other,other,other,30000,327000,0,
2021,315437,2,1,1,1,white,white,white,white,0,57000,,
2021,315462,1,2,,,white,white,,,66000,8500,,
2021,315651,2,2,1,,white,white,white,,54300,24000,,
2021,316006,2,,,,white,,,,27300,,,
2021,316080,1,2,1,,white,white,white,,37000,14600,502000,
2021,316318,1,2,2,,white,other,other,,76000,4800,,
2021,316582,2,1,1,2,other,other,other,other,18000,0,0,8400
2021,316770,2,1,2,2,other,other,other,other,47000,6200,19000,7500
2021,316909,1,2,,,white,white,,,66000,43000,,
2021,317103,2,1,2,1,black,black,black,black,30800,18700,20000,0
2021,317111,2,1,1,,other,other,other,,90000,30000,67000,
2021,317128,1,2,1,1,other,other,other,other,25900,0,0,
2021,317418,2,1,2,,white,white,white,,33000,120000,30000,
2021,317782,1,2,,,white,white,,,117900,53600,,
2021,318093,1,2,1,2,black,black,black,black,31200,8400,20000,0
2021,318107,2,1,,,other,white,,,57800,560,,
2021,318127,2,1,,,white,white,,,0,120000,,
2021,318174,2,2,2,,black,black,black,,24300,6400,0,
2021,318227,1,2,2,1,white,other,other,other,12000,7000,24000,6000
2021,318283,2,,,,white,,,,26000,,,
2021,318450,1,1,2,2,native,white,white,white,20900,0,8300,
2021,318479,1,1,,,white,white,,,42700,24300,,
2021,318703,1,2,1,1,black,black,black,black,41000,40000,0,
2021,318812,2,1,,,white,white,,,48000,70000,,
2021,318964,2,1,2,,white,white,other,,25900,10000,10000,
2021,319275,1,2,1,1,white,white,white,white,215000,1e+05,,
2021,319297,1,2,,,white,white,,,50000,0,,
2021,319342,1,2,,,black,black,,,6600,38000,,
2021,319495,1,2,2,,white,white,white,,117200,48000,16500,
2021,319893,2,1,1,2,white,white,white,white,400,38000,0,
2021,320261,2,,,,white,,,,24000,,,
2021,320269,2,1,2,2,other,other,other,other,0,40000,220,
2021,320325,1,,,,white,,,,10600,,,
2021,320676,2,1,2,,white,white,white,,12500,55000,,
2021,320836,2,1,,,white,white,,,17850,25700,,
2021,320886,2,1,,,other,other,,,40000,30000,,
2021,320913,1,2,,,white,white,,,19200,9400,,
2021,320917,2,1,2,,white,white,white,,0,95000,,
2021,321134,2,1,,,asian,black,,,48000,10800,,
2021,321145,1,2,,,white,white,,,96050,25010,,
2021,321161,2,1,2,2,white,white,white,white,85000,270000,,
2021,321259,2,1,1,1,other,other,other,other,0,27000,27300,
2021,321309,2,1,,,white,white,,,10000,9000,,
2021,321389,2,1,1,,other,other,other,,25800,60000,11000,
2021,321579,2,2,,,black,black,,,26000,4800,,
2021,321739,1,2,2,2,asian,asian,asian,asian,240,0,0,
2021,322133,2,1,1,1,other,other,white,white,2e+05,95000,,
2021,322996,1,,,,other,,,,19200,,,
2021,323236,2,1,,,black,black,,,17500,44100,,
2021,323479,1,2,,,white,white,,,20100,8700,,
2021,323485,2,1,1,2,white,white,white,white,3400,93000,0,
2021,323550,1,2,2,1,white,white,white,white,153700,45000,0,16810
2021,323551,2,1,,,white,white,,,31200,4800,,
2021,323664,1,2,2,,white,white,white,,10800,49000,0,
2021,323790,1,1,,,black,black,,,35000,8000,,
2021,323833,1,2,2,1,asian,asian,asian,asian,48000,75000,4500,1000
2021,324157,1,,,,other,,,,66000,,,
2021,324288,1,2,,,white,white,,,22000,48000,,
2021,324335,1,2,2,2,white,white,white,other,122000,12000,32000,33000
2021,324455,1,2,2,1,white,white,white,white,48000,0,5400,0
2021,324588,1,2,2,,other,other,other,,43300,19200,24000,
2021,324987,1,2,1,1,white,white,white,white,38000,43100,6020,28000
2021,325006,1,,,,white,,,,110000,,,
2021,325166,1,,,,black,,,,95000,,,
2021,325229,2,1,,,white,white,,,32000,25800,,
2021,325244,2,1,,,white,white,,,75000,0,,
2021,325287,2,1,,,white,white,,,4200,58800,,
2021,325346,1,2,2,,other,other,other,,210000,7200,0,
2021,325411,1,2,2,1,white,white,white,white,35000,0,2600,41800
2021,325423,1,,,,white,,,,30000,,,
2021,325510,1,2,,,white,white,,,105500,40400,,
2021,325673,1,2,1,2,white,white,white,white,40500,30000,0,0
2021,325695,2,,,,white,,,,173000,,,
2021,325762,2,1,1,1,white,white,white,white,0,0,0,
2021,326058,1,2,,,white,other,,,24030,14800,,
2021,326167,2,1,2,2,white,white,white,white,9600,9400,8500,600
2021,326261,2,2,2,,other,other,other,,52000,0,0,
2021,326459,1,2,1,2,asian,asian,asian,asian,208000,98000,,8400
2021,326469,2,1,,,other,white,,,102000,50300,,
2021,326544,2,2,2,,other,other,other,,35100,,,
2021,326628,2,1,1,2,other,white,white,white,79000,109000,12000,0
2021,326873,2,1,,,white,white,,,40000,30000,,
2021,326914,2,1,,,white,white,,,37000,56000,,
2021,326952,2,1,,,white,white,,,0,60000,,
2021,327281,1,2,,,white,white,,,419000,419000,,
2021,327495,1,2,,,white,white,,,75000,60000,,
2021,327551,2,1,,,white,white,,,1900,37480,,
2021,327615,2,2,2,,other,other,other,,45000,,,
2021,327987,2,1,1,,white,white,white,,1e+05,60000,,
2021,328116,1,2,2,,white,white,white,,0,0,,
2021,328442,1,2,,,other,other,,,87800,12600,,
2021,328739,1,,,,white,,,,18000,,,
2021,328818,1,1,2,,other,other,other,,23400,0,,
2021,329317,1,2,,,white,white,,,25250,23500,,
2021,329336,2,,,,white,,,,162000,,,
2021,329391,2,2,2,,black,black,black,,22100,,,
2021,329491,1,2,2,,black,black,black,,78900,11700,40000,
2021,329509,1,,,,white,,,,85100,,,
2021,329524,2,2,,,other,white,,,1e+05,2000,,
2021,329572,1,2,1,,white,asian,other,,41200,2900,4700,
2021,329625,2,1,,,white,white,,,45000,36000,,
2021,329832,1,2,,,white,white,,,88200,5300,,
2021,329969,1,2,,,white,white,,,53000,20000,,
2021,330769,2,1,2,2,white,white,white,white,2100,56000,,
2021,330772,1,2,1,1,white,white,white,white,63140,44000,,
2021,330893,2,1,1,,white,white,white,,34000,40000,,
2021,331033,2,1,2,1,other,other,other,other,0,50000,,
2021,331174,1,2,,,white,white,,,250000,0,,
2021,331223,2,1,2,1,white,white,white,white,0,62450,14400,0
2021,331382,1,2,2,,white,white,white,,1900,19300,20000,
2021,331695,1,2,2,1,other,other,other,other,990,0,0,
2021,331730,1,,,,white,,,,50000,,,
2021,331814,2,1,2,1,white,white,white,white,52000,75000,,
2021,331872,2,1,2,2,other,other,other,white,32400,32900,27000,
2021,332180,2,,,,white,,,,29000,,,
2021,332360,1,2,,,other,other,,,38000,30000,,
2021,332487,1,2,2,2,white,white,white,white,250000,20000,50,
2021,332611,2,2,,,white,white,,,27400,0,,
2021,332727,2,1,2,2,other,other,other,other,40000,,,
2021,332879,1,2,2,,white,white,white,,46000,42000,,
2021,333079,2,1,,,white,white,,,70400,43200,,
2021,333224,1,2,,,white,other,,,184400,49100,,
2021,333364,2,1,2,2,white,white,white,white,88100,0,,
2021,333549,1,2,,,other,other,,,1e+05,5400,,
2021,333551,2,1,,,white,white,,,42000,25000,,
2021,333930,2,2,,,other,white,,,120000,97000,,
2021,334106,1,1,,,other,other,,,2900,0,,
2021,334249,2,1,2,2,white,white,white,white,14000,12900,11400,12300
2021,334356,2,,,,white,,,,5500,,,
2021,334569,2,1,2,1,white,white,white,white,65000,54000,0,
2021,335747,1,2,,,white,white,,,83050,22000,,
2021,335846,1,2,1,,black,black,black,,10000,10400,,
2021,335882,1,,,,white,,,,7900,,,
2021,335891,2,1,1,1,black,black,black,black,37800,60000,,65000
2021,336031,2,1,,,white,white,,,9600,27000,,
2021,336346,2,2,1,2,other,other,other,other,3600,,,0
2021,336778,1,2,,,white,white,,,82600,24000,,
2021,337180,1,2,,,white,other,,,20710,0,,
2021,337214,2,2,,,black,black,,,49600,12000,,
2021,337227,2,,,,white,,,,45500,,,
2021,337329,2,1,1,1,white,white,white,white,20000,33500,800,0
2021,337335,1,,,,white,,,,45000,,,
2021,337779,1,,,,asian,,,,33600,,,
2021,337795,2,,,,black,,,,48000,,,
2021,337811,1,,,,white,,,,51000,,,
2021,337884,2,,,,white,,,,4000,,,
2021,337886,2,,,,other,,,,30000,,,
2021,337919,2,1,2,1,asian,asian,asian,asian,14600,8000,30000,
2021,337920,2,,,,white,,,,12000,,,
2021,337995,1,2,,,white,white,,,31800,67000,,
2021,338394,1,2,,,other,white,,,40000,24000,,
2021,338687,2,1,2,2,white,white,white,white,84000,50000,10800,2400
2021,338747,2,2,,,white,white,,,13000,39600,,
2021,338833,2,1,,,white,white,,,33530,0,,
2021,338912,2,1,2,2,black,black,other,other,11400,21500,,
2021,339051,2,1,,,white,white,,,10100,35200,,
2021,339092,2,,,,white,,,,36800,,,
2021,339390,2,,,,black,,,,75000,,,
2021,340126,1,2,,,white,white,,,250000,206000,,
2021,340185,1,2,1,2,white,other,other,other,250620,38010,310,
2021,340357,1,1,,,white,white,,,1000,33000,,
2021,340396,1,2,1,1,white,white,white,white,43500,8200,0,17400
2021,340465,1,2,,,white,white,,,36000,0,,
2021,340497,1,2,1,,white,asian,other,,135000,0,1200,
2021,340736,2,2,,,black,black,,,910,9500,,
2021,340959,2,1,,,white,white,,,324200,28700,,
2021,341183,1,1,,,white,white,,,44700,9500,,
2021,341246,2,2,2,2,black,black,black,black,0,16000,0,0
2021,341331,2,,,,white,,,,29300,,,
2021,341434,2,1,2,1,white,white,white,white,6500,92000,500,0
2021,341700,1,,,,white,,,,47400,,,
2021,341877,1,2,2,2,white,white,white,white,1e+05,1e+05,300,
2021,342058,2,1,2,1,other,black,black,black,11500,8000,0,
2021,342215,2,,,,white,,,,55700,,,
2021,342396,2,,,,white,,,,130000,,,
2021,342662,1,2,,,white,white,,,109300,0,,
2021,342928,1,2,,,white,white,,,93600,12000,,
2021,343156,1,2,1,1,black,black,black,black,31200,20000,640,0
2021,343775,1,2,,,white,white,,,74000,35000,,
2021,343870,2,1,,,black,black,,,33000,29500,,
2021,343875,1,2,,,other,other,,,70000,0,,
2021,343926,2,,,,white,,,,36500,,,
2021,344153,1,2,,,white,white,,,50000,25000,,
2021,344540,1,,,,white,,,,28500,,,
2021,345172,1,2,,,white,other,,,20000,0,,
2021,345253,2,2,,,black,black,,,105500,2000,,
2021,345469,1,2,2,1,other,other,other,other,50500,0,2000,0
2021,345752,1,2,,,other,other,,,0,26000,,
2021,345947,1,2,,,white,white,,,77600,10800,,
2021,346029,1,,,,black,,,,27600,,,
2021,346169,1,2,,,white,white,,,3100,12900,,
2021,346172,2,1,1,1,black,black,black,black,10800,25000,0,0
2021,346369,2,2,,,white,white,,,4400,18000,,
2021,346473,2,1,1,,black,black,black,,38000,0,0,
2021,346498,2,1,,,white,other,,,2e+05,32500,,
2021,346587,2,1,2,2,white,white,white,white,4800,42400,,
2021,346615,2,1,2,1,other,other,other,other,34400,36000,5200,140000
2021,347065,1,2,,,white,white,,,43280,10600,,
2021,347163,2,1,,,white,white,,,45000,27000,,
2021,347348,2,1,,,white,white,,,14300,89600,,
2021,347413,2,,,,white,,,,19100,,,
2021,347482,1,2,,,white,white,,,2e+05,58000,,
2021,347531,2,1,1,1,other,native,other,other,20000,9400,19000,9600
2021,347545,1,2,,,white,white,,,17400,36900,,
2021,347584,1,2,,,white,white,,,68300,9300,,
2021,348032,1,1,,,white,white,,,0,24000,,
2021,348186,1,2,2,,white,white,white,,32000,140000,,
2021,348233,2,1,2,2,other,other,other,other,39000,67800,,
2021,348395,1,2,2,,white,white,white,,40000,0,,
2021,348433,1,2,1,2,black,black,black,black,14400,,,40000
2021,348755,2,2,,,black,black,,,29900,29900,,
2021,348887,1,,,,asian,,,,100050,,,
2021,348900,1,2,2,,white,white,white,,537000,0,130100,
2021,349045,1,,,,white,,,,36700,,,
2021,349119,1,2,,,black,black,,,22000,25100,,
2021,349276,1,2,2,,white,black,white,,33000,4500,,
2021,349368,2,1,,,white,white,,,44200,20800,,
2021,349406,1,2,1,,white,white,white,,80000,105000,6000,
2021,349566,2,1,1,2,other,other,other,other,25000,0,8200,0
2021,349571,1,2,,,white,white,,,30000,30000,,
2021,349750,2,,,,white,,,,28900,,,
2021,350105,2,1,1,2,white,white,white,white,41600,60000,20000,14000
2021,350479,2,1,1,2,white,white,white,white,26400,56010,10000,
2021,350481,1,2,2,,white,white,white,,80000,47000,0,
2021,350594,2,1,2,,black,black,black,,0,46000,0,
2021,350981,2,,,,other,,,,62700,,,
2021,351133,1,,,,white,,,,24200,,,
2021,351416,1,,,,white,,,,2200,,,
2021,351697,2,,,,black,,,,24700,,,
2021,352059,1,2,,,white,white,,,2000,32000,,
2021,352275,1,2,2,2,white,other,other,other,105000,0,,
2021,352317,2,1,1,,other,other,other,,40000,60000,,
2021,352333,2,1,1,2,white,white,white,white,91100,0,0,0
2021,352446,1,2,2,2,white,white,white,white,33000,47000,13200,
2021,352634,1,1,,,white,other,,,541700,1300,,
2021,352646,2,1,1,,white,white,white,,16150,79000,35000,
2021,353559,2,1,1,,white,white,white,,54000,25200,,
2021,353736,1,2,1,,other,white,other,,19800,72000,,
2021,353806,1,2,2,2,white,other,white,white,70000,120000,,
2021,354052,1,,,,other,,,,62000,,,
2021,354313,2,1,1,,asian,asian,asian,,2e+05,,,
2021,354348,2,1,,,white,white,,,0,53600,,
2021,354442,1,2,,,white,black,,,1700,176800,,
2021,354569,1,2,2,2,other,other,other,other,6000,15000,0,0
2021,354796,1,2,1,,white,white,white,,92400,9000,8000,
2021,354931,2,1,,,white,white,,,9000,8500,,
2021,355013,2,1,2,2,white,white,white,white,24000,52000,14000,0
